ID POP
4257735854-A_4257735854-A.russian-genome Kazakhs
4257735846-B_4257735846-B.russian-genome Kazakhs
KZH_1680.inner-eurasia Kazakhs
KZH_1650.inner-eurasia Kazakhs
KZH_1696.inner-eurasia Kazakhs
KZH_1629.inner-eurasia Kazakhs
4257735225-B_4257735225-B.russian-genome Kazakhs
4257735578-B_4257735578-B.russian-genome Kazakhs
4257735359-B_4257735359-B.russian-genome Kazakhs
4257735359-A_4257735359-A.russian-genome Kazakhs
4257735318-B_4257735318-B.russian-genome Kazakhs
4257735318-A_4257735318-A.russian-genome Kazakhs
KZH_1633.inner-eurasia Kazakhs
4257735317-B_4257735317-B.russian-genome Kazakhs
4257735316-B_4257735316-B.russian-genome Kazakhs
4257735316-A_4257735316-A.russian-genome Kazakhs
4257735306-B_4257735306-B.russian-genome Kazakhs
4257735306-A_4257735306-A.russian-genome Kazakhs
4257735304-B_4257735304-B.russian-genome Kazakhs
4257735304-A_4257735304-A.russian-genome Kazakhs
4257735317-A_4257735317-A.russian-genome Kazakhs
4257735772-B_4257735772-B.russian-genome Kazakhs
4257735225-A_4257735225-A.russian-genome Kazakhs
4257735597-A_4257735597-A.russian-genome Kazakhs
KZH_1614.inner-eurasia Kazakhs
KZH_1611.inner-eurasia Kazakhs
KZH_1593.inner-eurasia Kazakhs
4257735780-B_4257735780-B.russian-genome Kazakhs
4257735780-A_4257735780-A.russian-genome Kazakhs
4257735779-B_4257735779-B.russian-genome Kazakhs
4257735779-A_4257735779-A.russian-genome Kazakhs
4257735773-B_4257735773-B.russian-genome Kazakhs
4257735845-B_4257735845-B.russian-genome Kazakhs
4257735608-B_4257735608-B.russian-genome Kazakhs
4257735608-A_4257735608-A.russian-genome Kazakhs
4257735607-A_4257735607-A.russian-genome Kazakhs
4257735597-B_4257735597-B.russian-genome Kazakhs
Khs_425.inner-eurasia Khakas
Khs_308.inner-eurasia Khakas
Khs_306.inner-eurasia Khakas
Khs_422.inner-eurasia Khakas
Khs_303.inner-eurasia Khakas
Khs_302.inner-eurasia Khakas
Khs_006.inner-eurasia Khakas
Khs_190.inner-eurasia Khakas
Khs_305.inner-eurasia Khakas
Khs_423.inner-eurasia Khakas
Khs_527.inner-eurasia Khakas
Khs_513.inner-eurasia Khakas
Khs_493.inner-eurasia Khakas
Khs_491.inner-eurasia Khakas
Khs_005.inner-eurasia Khakas
Khs_301.inner-eurasia Khakas
Khs_007.inner-eurasia Khakas
Khs_011.inner-eurasia Khakas
Khs_119.inner-eurasia Khakas
Khs_424.inner-eurasia Khakas
Khs_421.inner-eurasia Khakas
Khs_403.inner-eurasia Khakas
Khs_402.inner-eurasia Khakas
Khs_168.inner-eurasia Khakas
Khs_010.inner-eurasia Khakas
Khs_309.inner-eurasia Khakas
hant9_hant9.tambets-2018-610 Khanty
hant5_hant5.tambets-2018-610 Khanty
hant6_hant6.tambets-2018-610 Khanty
hant7_hant7.tambets-2018-610 Khanty
hant3_hant3.tambets-2018-610 Khanty
hant2_hant2.tambets-2018-610 Khanty
hant10_hant10.tambets-2018-610 Khanty
hant1_hant1.tambets-2018-610 Khanty
hant4_hant4.tambets-2018-610 Khanty
hant8_hant8.tambets-2018-610 Khanty
4461875688-R02C02_4461875688-R02C02.russian-genome Komi
komi15_komi15.turkic Komi
komi14_komi14.turkic Komi
komi13_komi13.turkic Komi
komi6_komi6.turkic Komi
komi5_komi5.turkic Komi
komi4_komi4.turkic Komi
4461875700-R02C01_4461875700-R02C01.russian-genome Komi
komi1_komi1.turkic Komi
4461875700-R01C01_4461875700-R01C01.russian-genome Komi
komi10_komi10.turkic Komi
komi12_komi12.turkic Komi
4461875700-R01C02_4461875700-R01C02.russian-genome Komi
komi7_komi7.turkic Komi
4461875677-R01C02_4461875677-R01C02.russian-genome Komi
4461875677-R02C01_4461875677-R02C01.russian-genome Komi
4461875677-R02C02_4461875677-R02C02.russian-genome Komi
4461875688-R01C01_4461875688-R01C01.russian-genome Komi
4461875688-R01C02_4461875688-R01C02.russian-genome Komi
4461875688-R02C01_4461875688-R02C01.russian-genome Komi
komi11_komi11.turkic Komi
4461875677-R01C01_4461875677-R01C01.russian-genome Komi
komi2_komi2.turkic Komi
4461875654-R02C02_4461875654-R02C02.russian-genome Komi
4461875700-R02C02_4461875700-R02C02.russian-genome Komi
4461875636-R01C01_4461875636-R01C01.russian-genome Komi
4461875636-R01C02_4461875636-R01C02.russian-genome Komi
4461875636-R02C01_4461875636-R02C01.russian-genome Komi
4461875636-R02C02_4461875636-R02C02.russian-genome Komi
4461875652-R01C01_4461875652-R01C01.russian-genome Komi
4461875652-R01C02_4461875652-R01C02.russian-genome Komi
4461875652-R02C01_4461875652-R02C01.russian-genome Komi
4461875652-R02C02_4461875652-R02C02.russian-genome Komi
4461875653-R01C02_4461875653-R01C02.russian-genome Komi
4461875653-R01C01_4461875653-R01C01.russian-genome Komi
4461875602-R02C01_4461875602-R02C01.russian-genome Komi
4461875602-R01C02_4461875602-R01C02.russian-genome Komi
4461875602-R01C01_4461875602-R01C01.russian-genome Komi
komi9_komi9.turkic Komi
komi8_komi8.turkic Komi
4461875653-R02C01_4461875653-R02C01.russian-genome Komi
4461875653-R02C02_4461875653-R02C02.russian-genome Komi
4461875654-R01C01_4461875654-R01C01.russian-genome Komi
4461875654-R01C02_4461875654-R01C02.russian-genome Komi
4461875654-R02C01_4461875654-R02C01.russian-genome Komi
4461875602-R02C02_4461875602-R02C02.russian-genome Komi
komi16_komi16.turkic Komi
kumyk14-1m_kumyk14-1m.turkic Kumyks
kumyk11-1m_kumyk11-1m.turkic Kumyks
kumyk13-1m_kumyk13-1m.turkic Kumyks
kumyks7_kumyks7.caucasus Kumyks
kumyks40_kumyks40.lazaridis-2014 Kumyks
kumyks108_kumyks108.caucasus Kumyks
kumyks13_kumyks13.caucasus Kumyks
kumyks15_kumyks15.caucasus Kumyks
kumyks4_kumyks4.caucasus Kumyks
kumyks5_kumyks5.caucasus Kumyks
kumyks6_kumyks6.caucasus Kumyks
kumyks8_kumyks8.caucasus Kumyks
kumyks11_kumyks11.caucasus Kumyks
kumyks98_kumyks98.lazaridis-2014 Kumyks
kumyks111_kumyks111.caucasus Kumyks
kumyks94_kumyks94.lazaridis-2014 Kumyks
kumyks93_kumyks93.lazaridis-2014 Kumyks
Kumyk22_Kumyk22.caucasus Kumyks
kumyks1_kumyks1.caucasus Kumyks
kumyks10_kumyks10.caucasus Kumyks
kumyks90_kumyks90.lazaridis-2014 Kumyks
kumyks44_kumyks44.lazaridis-2014 Kumyks
kumyks41_kumyks41.lazaridis-2014 Kumyks
kumyks97_kumyks97.lazaridis-2014 Kumyks
kumyks110_kumyks110.caucasus Kumyks
KRD_49.inner-eurasia Kurds
KRD_53.inner-eurasia Kurds
KRD_45.inner-eurasia Kurds
KRD_43.inner-eurasia Kurds
kurd1101_kurd1101.caucasus Kurds
EZI_010.inner-eurasia Kurds
KRD_31.inner-eurasia Kurds
kurd1198_kurd1198.caucasus Kurds
kurd1173_kurd1173.caucasus Kurds
kurd1160_kurd1160.caucasus Kurds
kurd1159_kurd1159.caucasus Kurds
kurd1156_kurd1156.caucasus Kurds
EZI_012.inner-eurasia Kurds
EZI_013.inner-eurasia Kurds
EZI_020.inner-eurasia Kurds
EZI_029.inner-eurasia Kurds
EZI_060.inner-eurasia Kurds
EZI_074.inner-eurasia Kurds
EZI_001.inner-eurasia Kurds
KRD_5.inner-eurasia Kurds
KRD_8.inner-eurasia Kurds
EZI_057.inner-eurasia Kurds
KRD_40.inner-eurasia Kurds
KRD_14.inner-eurasia Kurds
Bishkek28456_Bishkek28456.lazaridis-2014 Kyrgyz
4493906457-R02C02_4493906457-R02C02.russian-genome Kyrgyz
4493906459-R01C01_4493906459-R01C01.russian-genome Kyrgyz
4493906459-R01C02_4493906459-R01C02.russian-genome Kyrgyz
Bishkek28442_Bishkek28442.lazaridis-2014 Kyrgyz
Bishkek28443_Bishkek28443.lazaridis-2014 Kyrgyz
Bishkek28445_Bishkek28445.lazaridis-2014 Kyrgyz
Bishkek28446_Bishkek28446.lazaridis-2014 Kyrgyz
Bishkek28449_Bishkek28449.lazaridis-2014 Kyrgyz
Bishkek28451_Bishkek28451.lazaridis-2014 Kyrgyz
Bishkek28452_Bishkek28452.lazaridis-2014 Kyrgyz
Bishkek28454_Bishkek28454.lazaridis-2014 Kyrgyz
4493906116-R01C01_4493906116-R01C01.russian-genome Kyrgyz
4461875424-R01C01_4461875424-R01C01.russian-genome Kyrgyz
TJ_038.inner-eurasia Kyrgyz
KirgizKGN66_KirgizKGN66.malta Kyrgyz
KirgizKGN62_KirgizKGN62.malta Kyrgyz
kirgiz37_kirgiz37.malta Kyrgyz
kirgiz36_kirgiz36.malta Kyrgyz
kirgiz35_kirgiz35.malta Kyrgyz
kirgiz34_kirgiz34.malta Kyrgyz
kirgiz33_kirgiz33.malta Kyrgyz
kirgiz31_kirgiz31.malta Kyrgyz
kirgiz30_kirgiz30.malta Kyrgyz
kirgiz28_kirgiz28.malta Kyrgyz
4461875041-R01C02_4461875041-R01C02.russian-genome Kyrgyz
kirgiz24_kirgiz24.malta Kyrgyz
kirgiz23_kirgiz23.malta Kyrgyz
kirgiz22_kirgiz22.malta Kyrgyz
kirgiz21_kirgiz21.malta Kyrgyz
TJ_098.inner-eurasia Kyrgyz
4461875524-R01C01_4461875524-R01C01.russian-genome Kyrgyz
KirgizKGN71_KirgizKGN71.malta Kyrgyz
KirgizKGN8_KirgizKGN8.malta Kyrgyz
KirgizKGN82_KirgizKGN82.malta Kyrgyz
KirgizKGN84_KirgizKGN84.malta Kyrgyz
4461875041-R01C01_4461875041-R01C01.russian-genome Kyrgyz
4252441715-B_4252441715-B.russian-genome Kyrgyz
4252441653-B_4252441653-B.russian-genome Kyrgyz
4252441653-A_4252441653-A.russian-genome Kyrgyz
4461875297-R01C01_4461875297-R01C01.russian-genome Kyrgyz
4461875297-R01C02_4461875297-R01C02.russian-genome Kyrgyz
4461875297-R02C01_4461875297-R02C01.russian-genome Kyrgyz
4461875297-R02C02_4461875297-R02C02.russian-genome Kyrgyz
4461875524-R01C02_4461875524-R01C02.russian-genome Kyrgyz
4461875301-R01C01_4461875301-R01C01.russian-genome Kyrgyz
4461875301-R02C02_4461875301-R02C02.russian-genome Kyrgyz
4252441651-B_4252441651-B.russian-genome Kyrgyz
4461875424-R01C02_4461875424-R01C02.russian-genome Kyrgyz
4461875424-R02C02_4461875424-R02C02.russian-genome Kyrgyz
4461875461-R01C01_4461875461-R01C01.russian-genome Kyrgyz
4461875461-R01C02_4461875461-R01C02.russian-genome Kyrgyz
4461875461-R02C01_4461875461-R02C01.russian-genome Kyrgyz
4461875461-R02C02_4461875461-R02C02.russian-genome Kyrgyz
4461875301-R02C01_4461875301-R02C01.russian-genome Kyrgyz
4461875524-R02C01_4461875524-R02C01.russian-genome Kyrgyz
kirgiz25_kirgiz25.malta Kyrgyz
4461875041-R02C02_4461875041-R02C02.russian-genome Kyrgyz
TJ_032.inner-eurasia Kyrgyz
TJ_011.inner-eurasia Kyrgyz
KGZ003-kirghizTienShan_KGZ003-kirghizTienShan.turkic Kyrgyz
KGZ067-kirgiz-TienShan_KGZ067-kirgiz-TienShan.turkic Kyrgyz
KGZ069-kirghiz_KGZ069-kirghiz.turkic Kyrgyz
kirghiz1-1m_kirghiz1-1m.turkic Kyrgyz
tdj0011-kirghiz-murgab_tdj0011-kirghiz-murgab.turkic Kyrgyz
tdj0635-kirghiz-murgab_tdj0635-kirghiz-murgab.turkic Kyrgyz
tdj0802-kirghiz-alitshor_tdj0802-kirghiz-alitshor.turkic Kyrgyz
kirghiz3-1m_kirghiz3-1m.turkic Kyrgyz
latvian54H7_latvian54H7.slavic Latvians
latvian54F2_latvian54F2.slavic Latvians
latvian54A2_latvian54A2.slavic Latvians
latvian22J5_latvian22J5.slavic Latvians
latvian58C8_latvian58C8.slavic Latvians
latvian58C6_latvian58C6.slavic Latvians
latvian51E3_latvian51E3.tambets-2018-660 Latvians
lez36_lez36.jew Lezgins
lez37_lez37.jew Lezgins
lez38_lez38.jew Lezgins
lez40_lez40.jew Lezgins
lez9_lez9.lazaridis-2014 Lezgins
lez7_lez7.lazaridis-2014 Lezgins
lez52_lez52.jew Lezgins
lez49_lez49.lazaridis-2014 Lezgins
lez40_lez40.lazaridis-2014 Lezgins
lez38_lez38.lazaridis-2014 Lezgins
lez37_lez37.lazaridis-2014 Lezgins
lez31_lez31.jew Lezgins
lez36_lez36.lazaridis-2014 Lezgins
lez33_lez33.lazaridis-2014 Lezgins
lez9_lez9.jew Lezgins
lez42_lez42.jew Lezgins
lez44_lez44.jew Lezgins
lez49_lez49.jew Lezgins
lez7_lez7.jew Lezgins
lez3_lez3.jew Lezgins
lez33_lez33.jew Lezgins
lez24_lez24.jew Lezgins
lezgin8-1m_lezgin8-1m.khazar Lezgins
lezgin19-1m_lezgin19-1m.khazar Lezgins
lezgin20-1m_lezgin20-1m.khazar Lezgins
lez31_lez31.lazaridis-2014 Lezgins
lez25_lez25.jew Lezgins
lez15_lez15.jew Lezgins
lez17_lez17.jew Lezgins
lez13_lez13.jew Lezgins
LithuanianE2_LithuanianE2.lazaridis-2014 Lithuanians
lithuania9_lithuania9.jew Lithuanians
LithuanianA1_LithuanianA1.lazaridis-2014 Lithuanians
LithuanianF1_LithuanianF1.lazaridis-2014 Lithuanians
lithuania9_lithuania9.lazaridis-2014 Lithuanians
lithuania8_lithuania8.lazaridis-2014 Lithuanians
lithuania3_lithuania3.lazaridis-2014 Lithuanians
lithuania2_lithuania2.lazaridis-2014 Lithuanians
lithuania10_lithuania10.lazaridis-2014 Lithuanians
lithuania1_lithuania1.lazaridis-2014 Lithuanians
LithuanianD1_LithuanianD1.lazaridis-2014 Lithuanians
lithuania8_lithuania8.jew Lithuanians
lithuania6_lithuania6.jew Lithuanians
lithuania1_lithuania1.jew Lithuanians
lithuania10_lithuania10.jew Lithuanians
lithuania2_lithuania2.jew Lithuanians
lithuania3_lithuania3.jew Lithuanians
lithuania7_lithuania7.jew Lithuanians
lithuania5_lithuania5.jew Lithuanians
lithuania4_lithuania4.jew Lithuanians
Macedonian2_Macedonian2.balkan Macedonians
Macedonian12_Macedonian12.balkan Macedonians
Macedonian10_Macedonian10.balkan Macedonians
Macedonian21_Macedonian21.balkan Macedonians
Macedonian22_Macedonian22.balkan Macedonians
Macedonian3_Macedonian3.balkan Macedonians
Macedonian6_Macedonian6.balkan Macedonians
Macedonian7_Macedonian7.balkan Macedonians
Macedonian8_Macedonian8.balkan Macedonians
Macedonian9_Macedonian9.balkan Macedonians
Macedonian14_Macedonian14.balkan Macedonians
Macedonian20_Macedonian20.balkan Macedonians
Macedonian19_Macedonian19.balkan Macedonians
Macedonian17b-d_Macedonian17b-d.balkan Macedonians
HG03442_HG03442.1kg Mende
HG03096_HG03096.1kg Mende
HG03097_HG03097.1kg Mende
HG03209_HG03209.1kg Mende
HG03212_HG03212.1kg Mende
HG03057_HG03057.lazaridis-2014 Mende
HG03069_HG03069.lazaridis-2014 Mende
HG03072_HG03072.lazaridis-2014 Mende
HG03076_HG03076.lazaridis-2014 Mende
HG03078_HG03078.lazaridis-2014 Mende
HG03085_HG03085.lazaridis-2014 Mende
HG03095_HG03095.1kg Mende
HG03097_HG03097.lazaridis-2014 Mende
HG03225_HG03225.1kg Mende
HG03376_HG03376.1kg Mende
HG03378_HG03378.1kg Mende
HG03380_HG03380.1kg Mende
HG03382_HG03382.1kg Mende
HG03385_HG03385.1kg Mende
HG03388_HG03388.1kg Mende
HG03391_HG03391.1kg Mende
HG03394_HG03394.1kg Mende
HG03397_HG03397.1kg Mende
HG03224_HG03224.1kg Mende
HG03401_HG03401.1kg Mende
HG03091_HG03091.1kg Mende
HG03086_HG03086.1kg Mende
HG03445_HG03445.1kg Mende
HG03052_HG03052.lazaridis-2014 Mende
HG03052_HG03052.1kg Mende
HG03054_HG03054.1kg Mende
HG03055_HG03055.1kg Mende
HG03057_HG03057.1kg Mende
HG03058_HG03058.1kg Mende
HG03060_HG03060.1kg Mende
HG03061_HG03061.1kg Mende
HG03063_HG03063.1kg Mende
HG03088_HG03088.1kg Mende
HG03064_HG03064.1kg Mende
HG03069_HG03069.1kg Mende
HG03072_HG03072.1kg Mende
HG03073_HG03073.1kg Mende
HG03074_HG03074.1kg Mende
HG03077_HG03077.1kg Mende
HG03078_HG03078.1kg Mende
HG03081_HG03081.1kg Mende
HG03082_HG03082.1kg Mende
HG03084_HG03084.1kg Mende
HG03085_HG03085.1kg Mende
HG03066_HG03066.1kg Mende
HG03410_HG03410.1kg Mende
HG03079_HG03079.1kg Mende
HG03472_HG03472.1kg Mende
HG03558_HG03558.1kg Mende
HG03449_HG03449.1kg Mende
HG03556_HG03556.1kg Mende
HG03548_HG03548.1kg Mende
HG03547_HG03547.1kg Mende
HG03485_HG03485.1kg Mende
HG03484_HG03484.1kg Mende
HG03479_HG03479.1kg Mende
HG03478_HG03478.1kg Mende
HG03476_HG03476.1kg Mende
HG03473_HG03473.1kg Mende
HG03470_HG03470.1kg Mende
HG03469_HG03469.1kg Mende
HG03464_HG03464.1kg Mende
HG03461_HG03461.1kg Mende
HG03460_HG03460.1kg Mende
HG03458_HG03458.1kg Mende
HG03457_HG03457.1kg Mende
HG03455_HG03455.1kg Mende
HG03452_HG03452.1kg Mende
HG03451_HG03451.1kg Mende
HG03559_HG03559.1kg Mende
HG03563_HG03563.1kg Mende
HG03557_HG03557.1kg Mende
HG03567_HG03567.1kg Mende
HG03428_HG03428.1kg Mende
HG03432_HG03432.1kg Mende
HG03433_HG03433.1kg Mende
HG03436_HG03436.1kg Mende
HG03437_HG03437.1kg Mende
HG03446_HG03446.1kg Mende
HG03565_HG03565.1kg Mende
HG03419_HG03419.1kg Mende
HG03578_HG03578.1kg Mende
HG03439_HG03439.1kg Mende
HG03571_HG03571.1kg Mende
HG03572_HG03572.1kg Mende
HG03583_HG03583.1kg Mende
HG03575_HG03575.1kg Mende
HG03577_HG03577.1kg Mende
buryat18_buryat18.saqqaq Mongols
Buryat2_Buryat2.saqqaq Mongols
buryat20_buryat20.saqqaq Mongols
buryat23_buryat23.saqqaq Mongols
buryat24_buryat24.saqqaq Mongols
buryat25_buryat25.saqqaq Mongols
Buryat3_Buryat3.saqqaq Mongols
mongol114_mongol114.saqqaq Mongols
mongol107_mongol107.saqqaq Mongols
4257735807-B_4257735807-B.russian-genome Mongols
buryat26_buryat26.saqqaq Mongols
Buryat9_Buryat9.saqqaq Mongols
Buryat8_Buryat8.saqqaq Mongols
Buryat6_Buryat6.saqqaq Mongols
Buryat4_Buryat4.saqqaq Mongols
buryat27_buryat27.saqqaq Mongols
4257735807-A_4257735807-A.russian-genome Mongols
kalmyk22_kalmyk22.lazaridis-2014 Mongols
Buryat15_Buryat15.saqqaq Mongols
MON_0425.inner-eurasia Mongols
MON_0426.inner-eurasia Mongols
MON_0441.inner-eurasia Mongols
MON_0444.inner-eurasia Mongols
MON_0453.inner-eurasia Mongols
MON_0455.inner-eurasia Mongols
MON_0465.inner-eurasia Mongols
Burya10_Burya10.saqqaq Mongols
Burya16_Burya16.saqqaq Mongols
Buryat12_Buryat12.saqqaq Mongols
4257735747-B_4257735747-B.russian-genome Mongols
MON_0483.inner-eurasia Mongols
MON_0500.inner-eurasia Mongols
MON_232.inner-eurasia Mongols
MON_558.inner-eurasia Mongols
MON_611.inner-eurasia Mongols
Buryat14_Buryat14.saqqaq Mongols
Buryat17_Buryat17.saqqaq Mongols
4257735747-A_4257735747-A.russian-genome Mongols
EV_114.inner-eurasia Mongols
4257735746-A_4257735746-A.russian-genome Mongols
EV_175.inner-eurasia Mongols
HGDP01216_HGDP01216.hgdp Mongols
HGDP01215_HGDP01215.hgdp Mongols
HGDP01214_HGDP01214.hgdp Mongols
HGDP01213_HGDP01213.hgdp Mongols
HGDP01217_HGDP01217.hgdp Mongols
BUR_707.inner-eurasia Mongols
EV_148.inner-eurasia Mongols
BUR_706.inner-eurasia Mongols
BUR_684.inner-eurasia Mongols
BUR_645.inner-eurasia Mongols
BUR_635.inner-eurasia Mongols
BUR_042.inner-eurasia Mongols
BUR_009.inner-eurasia Mongols
BUR_008.inner-eurasia Mongols
BUR_003.inner-eurasia Mongols
BUR_694.inner-eurasia Mongols
4257735746-B_4257735746-B.russian-genome Mongols
EV_139.inner-eurasia Mongols
4257735662-A_4257735662-A.russian-genome Mongols
4257735745-B_4257735745-B.russian-genome Mongols
4257735745-A_4257735745-A.russian-genome Mongols
4257735735-B_4257735735-B.russian-genome Mongols
4257735735-A_4257735735-A.russian-genome Mongols
4257735687-B_4257735687-B.russian-genome Mongols
4257735687-A_4257735687-A.russian-genome Mongols
4257735686-B_4257735686-B.russian-genome Mongols
EV_132.inner-eurasia Mongols
4257735686-A_4257735686-A.russian-genome Mongols
4257735685-A_4257735685-A.russian-genome Mongols
4257735669-B_4257735669-B.russian-genome Mongols
4257735669-A_4257735669-A.russian-genome Mongols
4257735664-B_4257735664-B.russian-genome Mongols
4257735664-A_4257735664-A.russian-genome Mongols
mongol115_mongol115.saqqaq Mongols
4257735662-B_4257735662-B.russian-genome Mongols
4257735685-B_4257735685-B.russian-genome Mongols
HGDP01218_HGDP01218.hgdp Mongols
kalmyk14_kalmyk14.lazaridis-2014 Mongols
HGDP01221_HGDP01221.hgdp Mongols
BUR_155.inner-eurasia Mongols
kalmyk39_kalmyk39.turkic Mongols
MON_0006.inner-eurasia Mongols
MON_0023.inner-eurasia Mongols
MON_0045.inner-eurasia Mongols
BUR_103.inner-eurasia Mongols
BUR_101.inner-eurasia Mongols
mongol131_mongol131.saqqaq Mongols
mongol128_mongol128.saqqaq Mongols
kalmyk32_kalmyk32.turkic Mongols
kalmyk22_kalmyk22.turkic Mongols
mongol124_mongol124.saqqaq Mongols
mongol123_mongol123.saqqaq Mongols
mongol120_mongol120.saqqaq Mongols
BUR_238.inner-eurasia Mongols
mongol119_mongol119.saqqaq Mongols
BUR_593.inner-eurasia Mongols
BUR_145.inner-eurasia Mongols
HGDP01220_HGDP01220.hgdp Mongols
4257735223-B_4257735223-B.russian-genome Mongols
4257735224-A_4257735224-A.russian-genome Mongols
4257735224-B_4257735224-B.russian-genome Mongols
4257735229-A_4257735229-A.russian-genome Mongols
4257735230-A_4257735230-A.russian-genome Mongols
4257735230-B_4257735230-B.russian-genome Mongols
4257735231-A_4257735231-A.russian-genome Mongols
4257735231-B_4257735231-B.russian-genome Mongols
4257735262-A_4257735262-A.russian-genome Mongols
4257735262-B_4257735262-B.russian-genome Mongols
4257735264-B_4257735264-B.russian-genome Mongols
BUR_605.inner-eurasia Mongols
BUR_500.inner-eurasia Mongols
BUR_594.inner-eurasia Mongols
BUR_587.inner-eurasia Mongols
kalmyk32_kalmyk32.lazaridis-2014 Mongols
kalmyk39_kalmyk39.lazaridis-2014 Mongols
kalmyk44_kalmyk44.lazaridis-2014 Mongols
MON414-mongol-Halha_MON414-mongol-Halha.turkic Mongols
MON085-mongol-Halha_MON085-mongol-Halha.turkic Mongols
BUR_562.inner-eurasia Mongols
kalmyk9_kalmyk9.turkic Mongols
kalmyk70_kalmyk70.turkic Mongols
kalmyk69_kalmyk69.turkic Mongols
kalmyk67_kalmyk67.turkic Mongols
kalmyk55_kalmyk55.turkic Mongols
kalmyk46_kalmyk46.turkic Mongols
kalmyk44_kalmyk44.turkic Mongols
kalmyk40_kalmyk40.turkic Mongols
BUR_531.inner-eurasia Mongols
BUR_415.inner-eurasia Mongols
BUR_382.inner-eurasia Mongols
BUR_578.inner-eurasia Mongols
BUR_568.inner-eurasia Mongols
kalmyk11_kalmyk11.lazaridis-2014 Mongols
kalmyk13_kalmyk13.lazaridis-2014 Mongols
BUR_158.inner-eurasia Mongols
BUR_160.inner-eurasia Mongols
4257735582-A_4257735582-A.russian-genome Mongols
BUR_205.inner-eurasia Mongols
BUR_215.inner-eurasia Mongols
BUR_217.inner-eurasia Mongols
BUR_224.inner-eurasia Mongols
BUR_255.inner-eurasia Mongols
BUR_258.inner-eurasia Mongols
BUR_358.inner-eurasia Mongols
BUR_207.inner-eurasia Mongols
4257735582-B_4257735582-B.russian-genome Mongols
4257735223-A_4257735223-A.russian-genome Mongols
4257735595-B_4257735595-B.russian-genome Mongols
4257735595-A_4257735595-A.russian-genome Mongols
MON_0312.inner-eurasia Mongols
MON_0328.inner-eurasia Mongols
MON_0344.inner-eurasia Mongols
MON_0345.inner-eurasia Mongols
MON_0348.inner-eurasia Mongols
MON_0352.inner-eurasia Mongols
MON_0400.inner-eurasia Mongols
MON_0413.inner-eurasia Mongols
MON_0423.inner-eurasia Mongols
BUR_047.inner-eurasia Mongols
BUR_050.inner-eurasia Mongols
BUR_051.inner-eurasia Mongols
BUR_074.inner-eurasia Mongols
BUR_087.inner-eurasia Mongols
BUR_124.inner-eurasia Mongols
BUR_144.inner-eurasia Mongols
HGDP01223_HGDP01223.hgdp Mongols
HGDP01224_HGDP01224.hgdp Mongols
HGDP01225_HGDP01225.hgdp Mongols
HGDP01226_HGDP01226.hgdp Mongols
HGDP01227_HGDP01227.hgdp Mongols
HGDP01228_HGDP01228.hgdp Mongols
MON_0309.inner-eurasia Mongols
HGDP01229_HGDP01229.hgdp Mongols
HGDP01231_HGDP01231.hgdp Mongols
HGDP01232_HGDP01232.hgdp Mongols
HGDP01347_HGDP01347.hgdp Mongols
HGDP01348_HGDP01348.hgdp Mongols
HGDP01349_HGDP01349.hgdp Mongols
HGDP01350_HGDP01350.hgdp Mongols
HGDP01230_HGDP01230.hgdp Mongols
kalmyk9_kalmyk9.lazaridis-2014 Mongols
HGDP01222_HGDP01222.hgdp Mongols
kalmyk55_kalmyk55.lazaridis-2014 Mongols
buriat6-1m_buriat6-1m.turkic Mongols
MON_0292.inner-eurasia Mongols
MON_0299.inner-eurasia Mongols
buriat2-1m_buriat2-1m.turkic Mongols
kalmyk67_kalmyk67.lazaridis-2014 Mongols
kalmyk14_kalmyk14.turkic Mongols
HGDP01355_HGDP01355.hgdp Mongols
HGDP01356_HGDP01356.hgdp Mongols
4257735600-B_4257735600-B.russian-genome Mongols
buriat11-1m_buriat11-1m.turkic Mongols
BUR_599.inner-eurasia Mongols
HGDP01354_HGDP01354.hgdp Mongols
kalmyk11_kalmyk11.turkic Mongols
4257735600-A_4257735600-A.russian-genome Mongols
MON_0281.inner-eurasia Mongols
HGDP01353_HGDP01353.hgdp Mongols
MON_0263.inner-eurasia Mongols
HGDP01351_HGDP01351.hgdp Mongols
4257735598-A_4257735598-A.russian-genome Mongols
4257735598-B_4257735598-B.russian-genome Mongols
4257735599-A_4257735599-A.russian-genome Mongols
MON_0078.inner-eurasia Mongols
MON_0089.inner-eurasia Mongols
MON_0165.inner-eurasia Mongols
MON_0266.inner-eurasia Mongols
MON_0209.inner-eurasia Mongols
4257735599-B_4257735599-B.russian-genome Mongols
HGDP01352_HGDP01352.hgdp Mongols
kalmyk13_kalmyk13.turkic Mongols
Mordovians17_Mordovians17.lazaridis-2014 Mordvins
4461875069-R02C01_4461875069-R02C01.russian-genome Mordvins
4461875069-R01C02_4461875069-R01C02.russian-genome Mordvins
Mordovians22_Mordovians22.lazaridis-2014 Mordvins
Mordovians1_Mordovians1.lazaridis-2014 Mordvins
Mordovians27_Mordovians27.lazaridis-2014 Mordvins
4461875069-R02C02_4461875069-R02C02.russian-genome Mordvins
4461875471-R01C02_4461875471-R01C02.russian-genome Mordvins
4461875490-R01C01_4461875490-R01C01.russian-genome Mordvins
Mordovians5_Mordovians5.lazaridis-2014 Mordvins
Mordovians4_Mordovians4.lazaridis-2014 Mordvins
Mordovians32_Mordovians32.lazaridis-2014 Mordvins
Mordovians31_Mordovians31.lazaridis-2014 Mordvins
